,train_error,val_error
0,0.8502199053764343,0.66328125
1,0.6784076690673828,0.344921875
2,0.05829548835754395,0.452734375
3,0.1105489730834961,0.417578125
4,0.7767332196235657,0.54765625
5,0.28352320194244385,0.257421875
6,0.5819681882858276,0.46015625
7,0.37055835127830505,0.420703125
8,0.4767186641693115,0.454296875
9,0.10251220315694808,0.44375
10,0.6066657304763794,0.469140625
11,0.5169858932495117,0.5515625
12,0.27118730545043945,0.414453125
13,0.05826511234045029,0.386328125
14,0.3866634368896485,0.346484375
15,0.883231520652771,0.67109375
16,0.4442565441131592,0.44609375
17,0.9001488685607909,0.719921875
18,0.5806446671485901,0.425390625
19,0.08191872388124466,0.396875
20,0.10895603895187378,0.519921875
21,0.8364659547805786,0.661328125
22,0.38387784361839294,0.390234375
23,0.3952628970146179,0.463671875
24,0.6246616244316101,0.405859375
25,0.9000573754310608,0.723046875
26,0.8853453993797302,0.665234375
27,0.022624088451266292,0.40078125
28,0.8131031990051271,0.38671875
29,0.5719696879386902,0.451953125
30,0.8111940026283264,0.566796875
31,0.5915418267250061,0.44609375
32,0.3622186481952667,0.4828125
33,0.6535477638244629,0.583203125
34,0.2694670259952545,0.4265625
35,0.8991948366165161,0.721484375
36,0.5879159569740295,0.45390625
37,0.4611625671386719,0.449609375
38,0.6910998225212097,0.4375
39,0.06287264078855515,0.53046875
40,0.29885849356651306,0.42734375
41,0.5827450156211853,0.5125
42,0.3661439716815949,0.5140625
43,0.2982697486877441,0.514453125
44,0.44907546043396,0.47734375
45,0.32088449597358704,0.561328125
46,0.6276719570159912,0.456640625
47,0.42255061864852905,0.4203125
48,0.0002885298454202712,0.401171875
49,0.3362957537174225,0.384375
50,0.5993216633796692,0.450390625
51,0.8192767500877379,0.625
52,0.7133461833000183,0.540234375
53,0.6349961757659912,0.33125
54,0.6699370741844177,0.401171875
55,0.3521839678287506,0.425390625
56,0.668732762336731,0.523046875
57,0.007312927395105363,0.4484375
58,0.5874946713447571,0.41015625
59,0.11007159948349,0.48828125
60,0.650146484375,0.541015625
61,0.3095076382160187,0.386328125
62,0.6660775542259216,0.546875
63,0.008822159841656685,0.3546875
64,0.9005674123764038,0.716796875
65,0.6127291321754456,0.417578125
66,0.6986732482910156,0.365625
67,0.8995328545570374,0.7296875
68,0.4243012368679047,0.36328125
69,0.3555575311183929,0.503515625
70,0.8770555257797241,0.453515625
71,0.7247507572174072,0.440234375
72,0.12707266211509705,0.340234375
73,0.4924624264240265,0.336328125
74,0.301870733499527,0.43828125
75,0.0613696314394474,0.3640625
76,0.5710231065750122,0.551171875
77,0.3131899833679199,0.412890625
78,0.7848533391952515,0.481640625
79,0.6942207217216492,0.458203125
80,0.44014233350753773,0.3046875
81,0.9007149934768677,0.729296875
82,0.8037483096122742,0.435546875
83,0.21980445086956024,0.426953125
84,0.7777265310287476,0.59140625
85,0.7353106737136841,0.483203125
86,0.9000596404075623,0.731640625
87,0.38924893736839294,0.374609375
88,0.04916805028915405,0.478515625
89,0.36796703934669495,0.439453125
90,0.8788607716560364,0.7125
91,0.43526265025138855,0.326953125
92,0.5123974084854126,0.3921875
93,0.01061447151005268,0.435546875
94,0.4565686881542206,0.50703125
95,0.19694244861602786,0.3578125
96,0.8974131345748901,0.72890625
97,0.0,0.398046875
98,0.6233330965042114,0.441796875
99,0.15272067487239838,0.31015625
100,0.0005770596908405423,0.327734375
101,0.22513698041439054,0.3625
102,0.03705330565571785,0.447265625
103,0.01880389079451561,0.3984375
104,0.2608309686183929,0.40234375
105,0.5702697038650513,0.516015625
106,0.7697610259056091,0.591015625
107,0.4245613515377045,0.419140625
108,0.012376021593809128,0.429296875
109,0.8480620384216309,0.7046875
110,0.40526995062828064,0.409375
111,0.7497749328613281,0.476953125
112,0.3420838415622711,0.405859375
113,0.6118720769882202,0.44921875
114,0.010728170163929462,0.446875
115,0.2622837424278259,0.400390625
116,0.1941175013780594,0.387109375
117,0.8927802443504333,0.719140625
118,0.37451407313346863,0.5046875
119,0.6977103352546692,0.5890625
120,0.436826765537262,0.496875
121,0.7816826701164246,0.6
122,0.7207922935485841,0.450390625
123,0.4680074453353882,0.42265625
124,0.1707446426153183,0.368359375
125,0.3357120454311371,0.45390625
126,0.9000935554504395,0.719140625
127,0.8828152418136597,0.6390625
128,0.005329430103302002,0.385546875
129,0.7411887645721436,0.57421875
130,0.0008655895362608135,0.331640625
131,0.28444018959999084,0.459765625
132,0.8983452916145325,0.690625
133,0.3875816166400909,0.421484375
134,0.5107160806655884,0.428125
135,0.8521652221679688,0.6703125
136,0.7189256548881531,0.416015625
137,0.5752179026603699,0.4421875
138,2.2194602934177965e-05,0.352734375
139,0.572848916053772,0.6625
140,0.5098976492881775,0.47109375
141,0.21884462237358093,0.36015625
142,0.8323790431022644,0.39296875
143,0.6859199404716492,0.546484375
144,0.06647634506225586,0.449609375
145,0.0,0.33515625
146,0.2354933023452759,0.51484375
147,0.5218819379806519,0.53125
148,0.13484856486320496,0.286328125
149,0.002446857513859868,0.45390625
150,0.6758859753608704,0.48515625
151,0.5160436034202576,0.427734375
152,0.6264076232910156,0.50703125
153,0.6801018118858337,0.44296875
154,0.0428040437400341,0.33125
155,0.3468506336212158,0.400390625
156,0.3833066523075104,0.396875
157,0.6569874882698059,0.489453125
158,0.8796496391296387,0.668359375
159,0.0021306818816810846,0.446875
160,0.7440709471702576,0.501953125
161,0.3603235483169556,0.406640625
162,0.6721343398094177,0.5578125
163,0.1138252168893814,0.3671875
164,0.7911363244056702,0.417578125
165,0.5993987321853638,0.555078125
166,0.8992665410041809,0.717578125
167,0.7919883131980896,0.467578125
168,2.2194602934177965e-05,0.471875
169,0.4712868332862854,0.4328125
170,0.8256151080131531,0.520703125
171,0.4776001870632172,0.3765625
172,0.3200784921646118,0.415625
173,0.0726110115647316,0.458984375
174,0.8872234225273132,0.535546875
175,0.7642072439193726,0.519140625
176,0.7498968243598938,0.735546875
177,0.8936100006103516,0.727734375
178,0.8517045974731445,0.48828125
179,0.3780803680419922,0.447265625
180,0.4436599612236023,0.428515625
181,0.8408604860305786,0.454296875
182,0.5643160939216614,0.400390625
183,0.3771548271179199,0.355859375
184,0.8961180448532104,0.676171875
185,0.6404358148574829,0.381640625
186,0.2859377562999725,0.421875
187,0.7372806072235107,0.56171875
188,0.07946602255105972,0.35390625
189,0.5392392873764038,0.55859375
190,0.6949363946914673,0.458203125
191,0.34406423568725586,0.3828125
192,0.3367984294891357,0.487109375
193,0.473894864320755,0.39140625
194,0.083763986825943,0.33828125
195,0.5209435224533081,0.525390625
196,0.787308394908905,0.58515625
197,0.6251280903816223,0.370703125
198,0.3740534484386444,0.482421875
199,0.8042478561401367,0.6390625
200,0.7249263525009155,0.33359375
201,0.5578835606575012,0.435546875
202,0.8795666694641113,0.71484375
203,0.5696918368339539,0.41953125
204,0.2452305108308792,0.45078125
205,0.8984753489494324,0.683984375
206,0.4744793474674225,0.46171875
207,0.2832467555999756,0.45625
208,0.6425777673721313,0.503515625
209,0.3607647120952606,0.60625
210,0.08190976828336716,0.28828125
211,0.8539073467254639,0.6109375
212,0.7179506421089172,0.52421875
213,0.8262645602226257,0.39765625
214,0.4438873827457428,0.409765625
215,0.13494668900966644,0.420703125
216,0.5746642351150513,0.4265625
217,0.3744763135910034,0.346875
218,0.14483924210071564,0.4828125
219,0.11235181242227554,0.458984375
220,0.5779478549957275,0.422265625
221,0.8431013822555542,0.587109375
222,0.5757564306259155,0.41484375
223,0.5902829766273499,0.558203125
224,0.8228108286857605,0.4640625
225,0.8761962056159973,0.528125
226,0.7409142851829529,0.537890625
227,0.7321454286575317,0.42734375
228,0.6743728518486023,0.481640625
229,0.2004016786813736,0.403515625
230,0.7353570461273193,0.412109375
231,0.4854021966457367,0.43828125
232,0.17985844612121582,0.71328125
233,0.5304502248764038,0.565625
234,0.7970346212387085,0.46328125
235,0.6081013679504395,0.470703125
236,0.676915168762207,0.362109375
237,0.8843217492103577,0.7171875
238,0.40074223279953,0.45703125
239,0.8329015374183655,0.6484375
240,0.1801777333021164,0.42890625
241,0.7540421485900879,0.4109375
242,0.24920956790447235,0.416796875
243,0.15523099899291992,0.553515625
244,0.2525971531867981,0.423046875
245,0.6029662489891052,0.487890625
246,0.70179682970047,0.512109375
247,0.8169981837272644,0.51953125
248,0.28328800201416016,0.4453125
249,0.7324448823928833,0.368359375
250,0.8208825588226318,0.685546875
251,0.3872934877872467,0.448046875
252,0.036848101764917374,0.40859375
253,0.19605739414691925,0.40859375
254,0.09516305476427077,0.41171875
255,0.10038658231496812,0.449609375
256,0.00011097301467088982,0.431640625
257,0.00015536221326328814,0.34609375
258,0.09315697848796843,0.505078125
259,0.12898918986320496,0.429296875
260,0.452904224395752,0.51484375
261,0.708480179309845,0.534765625
262,0.6307932138442993,0.4609375
263,0.6983461380004883,0.5578125
264,0.8995600938796997,0.715234375
265,0.2264990508556366,0.457421875
266,0.5959286093711853,0.5234375
267,0.3512350618839264,0.421484375
268,0.7690865993499756,0.61484375
269,0.4742900729179382,0.462890625
270,0.8167991638183594,0.75078125
271,0.7270956039428711,0.550390625
272,0.24660423398017886,0.53984375
273,0.8149928450584412,0.522265625
274,0.16693846881389618,0.5015625
275,0.557557225227356,0.3359375
276,0.8887599110603333,0.603515625
277,0.619458019733429,0.3296875
278,0.00818669330328703,0.3484375
279,0.1276458352804184,0.63203125
280,0.8983842134475708,0.615234375
281,0.2953003644943237,0.316796875
282,0.6195140480995178,0.61796875
283,0.5295683145523071,0.4796875
284,0.7582809329032898,0.72421875
285,0.5002496242523193,0.309375
286,0.4599259197711945,0.441796875
287,0.0005548650515265763,0.36953125
288,0.16117915511131287,0.483203125
289,0.508211612701416,0.458203125
290,0.4677357077598572,0.346484375
291,0.5875421762466431,0.45625
292,0.4992586076259613,0.418359375
293,0.9014443159103394,0.726171875
294,0.5192146897315979,0.4578125
295,0.6943192481994629,0.503125
