val_error,train_error
0.598828125,0.8258658648
0.2875,0.2127103508
0.46484375,0.6049170494
0.7,0.8262860179
0.484375,0.1865082532
0.4015625,0.7529242635
0.3171875,0.1130094677
0.33359375,0.4177717566
0.35390625,0.2298457474
0.411328125,0.2791574895
0.64140625,0.8031522036
0.5625,0.7443844676
0.50390625,0.6414493322
0.43828125,0.1590204388
0.639453125,0.7883573174
0.443359375,0.2268202752
0.37421875,0.2386056185
0.271484375,0.2478669882
0.4984375,0.2762519419
0.401171875,0.6894570589
0.591015625,0.797124207
0.3953125,0.4750540555
0.71171875,0.9004039168
0.439453125,0.5773046017
0.344140625,0.0160712302
0.51484375,0.4916680753
0.56171875,0.8073719144
0.475,0.1019230708
0.497265625,0.5535314679
0.391015625,0.3327668011
0.396875,0.5105728507
0.565234375,0.8962512016
0.56171875,0.5327187777
0.55859375,0.7178272009
0.4375,0.2508963645
0.505078125,0.1944095343
0.46484375,0.0373028964
0.296875,0.3639887571
0.473828125,0.6680455208
0.3609375,0.0900053456
0.426953125,0.5626121759
0.3640625,0.1681369692
0.642578125,0.8694210052
0.68984375,0.7374514937
0.586328125,0.8427298665
0.510546875,0.0059064901
0.50078125,0.6640983224
0.39375,0.7144925594
0.34453125,0.7524411082
0.580859375,0.7464188933
0.51015625,0.653480351
0.730078125,0.903239727
0.471875,0.7713757753
0.41328125,0.1970756054
0.384765625,0.0150117278
0.597265625,0.8381690383
0.355859375,0.5836210847
0.390625,0.021106679
0.608203125,0.5916295052
0.7,0.552447021
0.460546875,0.6589402556
0.523046875,0.7321691513
0.61015625,0.7578931451
0.42265625,0.0212869607
0.562109375,0.6110314131
0.378515625,0.0634060875
0.458984375,0.2416373193
0.438671875,0.7734145522
0.327734375,0.1843826324
0.387109375,0.0483024605
0.4421875,0.5678501129
0.6984375,0.9001569748
0.433203125,0.1987791508
0.40078125,0
0.303125,0.6438650489
0.43046875,0.179955408
0.45,0.2605358362
0.53671875,0.6551566124
0.30078125,0.1270469725
0.55625,0.7510482073
0.35546875,0.44499439
0.623828125,0.8861023784
0.529296875,0.8103599548
0.4234375,0.4025092721
0.588671875,0.8158479333
0.440234375,0.413734287
0.428515625,0.5184378624
0.455078125,0.6356775761
0.520703125,0.0029102184
0.447265625,0.2439186871
0.44921875,0.3649080992
0.548046875,0.8623658419
0.362109375,0.2580399215
0.502734375,0.6615872383
0.444921875,0.5067946911
0.73046875,0.9000713229
0.442578125,0.0194307901
0.417578125,0.4649165869
0.645703125,0.7049188614
0.29921875,0.2741193175
0.3609375,0.3763262331
0.468359375,0.348849684
0.609375,0.8806837797
0.68515625,0.8520204425
0.401953125,0.6052970886
0.695703125,0.8276180029
0.558203125,0.8456895351
0.350390625,0.5291399956
0.457421875,0.0023748225
0.42890625,0.034106873
0.399609375,0.1861391366
0.70859375,0.8998739123
0.4546875,0.3032012582
0.373046875,0.2723550498
0.396875,0.0982668027
0.311328125,0.4465534687
0.305859375,0.1080550104
0.33671875,0.3621734679
0.334765625,0.0013094816
0.452734375,0.3660676479
0.476171875,0.7129603624
0.450390625,0.0360463709
0.38046875,0.0219609756
0.604296875,0.5580291748
0.429296875,0.375171721
0.591015625,0.7883012891
0.562109375,0.8662385941
0.4921875,0.4936297834
0.425390625,0.4750404358
0.5140625,0.0138490433
0.45703125,0.8296937943
0.556640625,0.7508434057
0.386328125,0.489068985
0.47734375,0.0873700306
0.361328125,0.5085056424
0.53828125,0.8878421187
0.41015625,0.5460693836
0.703515625,0.7663796544
0.594140625,0.5315214396
0.375,0.8107641339
0.64140625,0.8558967113
0.4234375,0.4653522968
0.6859375,0.8521820903
0.355859375,0.4516029358
0.43984375,0.0673812628
0.414453125,0.3525784016
0.436328125,0.2987518311
0.45703125,0.0202994943
0.71796875,0.5045833588
0.41796875,0.272521317
0.36875,0.1394872367
0.436328125,0.5187345743
0.536328125,0.6672441363
0.4109375,0.2870311141
0.66015625,0.8512296081
0.467578125,0.4853519797
0.395703125,0.0118460767
0.4109375,0.7660463452
0.350390625,0.1086772382
0.566796875,0.5266522169
0.517578125,0.0822485313
0.469921875,0.6210902333
0.408203125,0.0239915885
0.398046875,0.8613114357
0.712109375,0.6962980628
0.403515625,0.2462495118
0.4453125,0.4750295281
0.41796875,0.762611568
0.516796875,0.0279200338
0.41484375,0.2323642522
0.46484375,0.7629666924
0.484765625,0.4565161169
0.45390625,0.426885128
0.402734375,0.5857517719
0.462890625,0.3908571005
0.56171875,0.7395884395
0.47578125,0.6798078418
0.46484375,0.4285049438
0.457421875,0.2662040293
0.559375,0.8866164088
0.28046875,0.2450704575
0.39453125,0.015316613
0.496484375,0.33327806
0.51484375,0.6869077682
0.515234375,0.5805310011
0.3328125,0.1986370087
0.4421875,0.4994420409
0.340625,0.8697594404
0.634765625,0.1701757461
0.388671875,0.4048396945
0.5671875,0.5650897622
0.423046875,0.8006854653
0.548828125,0.1606955528
0.401171875,0.570422709
0.562890625,0.7946847677
0.4546875,0.8212458491
0.4171875,0.0978532732
0.353515625,0.3549948931
0.510546875,0.7169748545
0.415625,0.0905099809
0.403515625,0.6350564957
0.57265625,0.6328207254
0.440625,0.3372586668
0.60546875,0.7988168597
0.5671875,0.1162128896
0.523046875,0.6719766259
0.534765625,0.5161709189
0.44765625,0.1684983224
0.417578125,0.6076103449
0.395703125,0.3272165954
0.46171875,0.5410596132
0.29765625,0.2516700625
0.366015625,0.4443620443
0.322265625,0.4598535001
0.444140625,0.4750205576
0.426953125,0.0048076622
0.470703125,0.5701236725
0.518359375,0.6420922279
0.435546875,0.4232125282
0.394921875,0.0132470625
0.472265625,0.6032438278
0.418359375,0.0634387955
0.565625,0.301218152
0.35546875,0.5639711022
0.4671875,0.1783184558
0.559375,0.7649922967
0.505859375,0.3735257983
0.35390625,0.4701961875
0.56484375,0.7656475902
0.573046875,0.8892847896
0.591796875,0.724059999
0.685546875,0.8780017495
0.385546875,0.1893596649
0.351171875,0.1886638552
0.63515625,0.7834188342
0.382421875,0.1474823505
0.397265625,0.689933598
0.52578125,0.5204688907
0.50546875,0.8127507567
0.31875,0.0375162773
0.35703125,0.3622264266
0.45390625,0.3175592124
0.428515625,0.0064473376
0.555078125,0.7692424059
0.4375,0.0600352287
0.432421875,0.521247685
0.436328125,0.3200033605
0.43671875,0.5778049231
0.4796875,0.0833080262
0.377734375,0.4507984817
0.373046875,0.0027353875
0.724609375,0.8998626471
0.659375,0.8380576968
0.40390625,0.3527676165
0.45234375,0.2873737812
0.657421875,0.8608959913
0.43359375,0.4724931121
0.459375,0.402081728
0.2859375,0.1851878613
0.51171875,0.759734869
0.47890625,0.3508366942
0.378125,0.4144059718
0.729296875,0.8988475204
0.394140625,0.2574519217
0.39765625,0.0245269835
0.4109375,0.2465096265
0.636328125,0.7642427087
0.518359375,0.0292766299
0.37109375,0.2801640332
0.3890625,0.0642159954
0.463671875,0.6741466522
0.45703125,0.3753220141
0.512109375,0.2326889932
0.421875,0.1069729254
0.455859375,0.1364578754
0.39921875,0.8320737481
0.442578125,0.395179987
0.4546875,0.232683152
0.353125,0.0402567275
0.463671875,0.3248219192
0.381640625,0.0675311685
0.68671875,0.6340273619
0.437109375,0.5784003139
0.380078125,0.8785538673
0.369140625,0.0982255191
0.400390625,0.3026390076
0.425,0.2363923788
0.3359375,0.0659553558
0.4734375,0.6928956509
0.6546875,0.8011465073
0.329296875,0.356346041
0.61015625,0.7497282028
0.63125,0.8439006805
0.41796875,0.189598754
0.426171875,0.4625499249
0.564453125,0.7524994016
0.40625,0.1175761074
0.38671875,0.3855334818
0.48125,0.4831433892
0.715625,0.8677283525
0.45703125,0.0611387342
0.459765625,0.5725502968
0.33359375,0.6985630989
0.455859375,0.3816440105
0.39765625,0.6407274008
0.408984375,0.4469260871
0.43046875,0.7974618077
0.527734375,0.7104862332
0.36640625,0.7219211459
0.55703125,0.7480573654
0.4609375,0.3119490445
0.433984375,0.473983258
0.653125,0.8692208529
0.428515625,0.6294283867
0.478125,0.0673508868
0.548046875,0.5478562713
0.726953125,0.8996438384
0.451953125,0.095636934
0.6046875,0.6806656718
0.487890625,0.7177271247
0.32265625,0.0002024771
0.721875,0.8865271807
0.28671875,0.1226088256
0.72421875,0.9002232552
0.623046875,0.7996843457
0.4203125,0.0837519169
0.515234375,0.7235280871
0.41015625,0.2885313928
0.35390625,0.0036453663
0.366015625,0.1190798879
0.7140625,0.7572600245
0.497265625,0.0343954042
0.441015625,0.0037563394
0.54921875,0.708774507
0.418359375,0.0436661281
0.4171875,0.0145619959
0.55859375,0.7447702289
0.265625,0.1193127334
0.55234375,0.6652882695
0.56171875,0.5291711092
0.46015625,0.614471972
0.455859375,0.4623953402
0.369140625,0.0154719753
0.43515625,0.2076180428
0.423828125,0.0212842356
0.433984375,0.0701855645
0.4921875,0.0492066033
0.615625,0.5807108879
0.680078125,0.4984327853
0.46484375,0.615196228
0.36328125,0
0.446484375,0.5475591421
0.401953125,0.4095309079
0.47265625,0.0395500064
0.6546875,0.8939234614
0.442578125,0.0039615417
0.336328125,0.0818879604
0.48828125,0.2820591331
0.412109375,0.8363822103
0.5578125,0.6152203679
0.68125,0.8166106939
0.469140625,0.454546243
0.403515625,0.0222245846
0.717578125,0.8994939327
0.55859375,0.7053896785
0.419140625,0.165801093
0.34296875,0.501689136
0.5421875,0.5545663834
0.379296875,0.5525108576
0.59765625,0.8172068596
0.728125,0.9007005692
0.36953125,0.3747336864
0.429296875,0.1852704287
0.7015625,0.9013309479
0.561328125,0.1334888488
0.41484375,0.2205399871
0.35234375,0.039255634
0.63828125,0.7788856626
0.449609375,0.7334381938
0.465234375,0.530880928
0.41015625,0.504832983
0.437890625,0.451380223
0.36015625,0.3413681984
0.45546875,0.0109360991
0.39765625,0.3083764911
0.409765625,0.5605788231
0.390625,0.1341858357
0.6140625,0.7673530579
0.350390625,0.6867263317
0.298046875,0.2636321783
0.483984375,0.6109045148
0.426953125,0.4050787687
0.4,0.2561447918
0.4390625,0.1370512843
0.43359375,0.6537163258
0.486328125,0.6605740786
0.41640625,0.1328627318
0.468359375,0.5899360776
0.356640625,0.6786350012
0.332421875,0.1717959642
0.64609375,0.8879616857
0.428515625,0.6557776928
0.41484375,0.0184736978
0.41640625,0.5971687436
0.495703125,0.605011642
0.371484375,0.0002441406
0.440625,0.0886573195
0.44296875,0.4160818458
0.48671875,0.5026388168
0.351171875,0
0.4265625,0.0128643028
0.36015625,0.4084126353
0.48359375,0.3513658941
0.633203125,0.8604018092
0.438671875,0.0085558249
0.53359375,0.6124141216
0.44921875,0.0407816097
0.37734375,0.3461980224
0.621484375,0.5683831573
0.464453125,0.0507687889
0.55390625,0.8371068239
0.384375,0.3588209152
0.73203125,0.8996632695
0.375,0.1090144366
0.4125,0.0122288372
0.386328125,0.2803528905
0.646875,0.8263790011
0.42890625,0.2685406804
0.437109375,0.6017490625
0.461328125,0.6816729903
0.465234375,0.7257031798
0.64453125,0.777589798
0.373828125,0.3779242337
0.420703125,0.3647410274
0.394140625,0.0288331248
0.361328125,0.1319519728
0.5453125,0.6453769803
0.434375,0.6465969086
0.558203125,0.3575936258
0.621875,0.8407931328
0.45703125,0
0.718359375,0.9006227255
0.483203125,0.3424572647
0.427734375,0.7733923793
0.340234375,0.2349018455
0.43203125,0.2189754695
0.722265625,0.9009007812
0.721484375,0.90190804
0.699609375,0.8184547424
0.680859375,0.8355750442
0.401171875,0.3482418954
0.3890625,0.6465665698
0.718359375,0.900598228
0.37734375,0.7686345577
0.643359375,0.7797843814
0.403515625,0.3358689845
0.438671875,0.1876619756
0.42109375,0.5281338096
0.350390625,0
0.3875,0.0154583454
0.433984375,0.3820349276
0.43828125,0.2321859151
0.307421875,0.0753572956
0.407421875,0.8709275126
0.3484375,0.1566179693
0.519140625,0.2742824554
0.43984375,0.0410701409
0.309375,0.2499053925
0.495703125,0
0.72890625,0.8992248178
0.722265625,0.8992801309
0.30625,0.4662922621
0.34609375,0.1195093766
0.468359375,0.0713015273
0.516796875,0
0.412109375,0.7651702166
0.52109375,0.8440362215
0.45234375,0.4688091874
0.496484375,0.5227206349
0.3828125,0.3381355703
0.393359375,0.0219609756
0.433984375,0.4585829377
0.36640625,0.0281256232
0.71875,0.6840692163
0.429296875,0.0028214403
0.45625,0.5049517751
0.408203125,0.7562888861
0.380078125,0.6416292191
0.417578125,0.2907488942
0.724609375,0.8987731338
0.576953125,0.7131273746
0.436328125,0.1224250421
0.462109375,0.6597673297
0.446875,0.3785429597
0.36953125,0.6256464124
0.546875,0.8434038162
0.360546875,0.0682885125
0.46015625,0.600928247
0.407421875,0.0347921811
0.365625,0.500397563
0.653125,0.8383567333
0.378515625,0.7039555907
0.360546875,0.2478747815
0.398828125,0
0.387109375,0.0022665751
0.4671875,0.5558571815
0.399609375,0.3631955981
0.328515625,0.0134078767
0.384375,0.3324844837
0.486328125,0.7619540095
0.473828125,0.6161801815
0.378515625,0.553809464
0.419140625,0.3947555423
0.719140625,0.0088139828
0.616796875,0.8349839449
0.423828125,0.5189039707
0.45859375,0.5730510354
0.4421875,0.8978343606
0.341015625,0.3701841831
0.36796875,0.2664477825
0.438671875,0.8560516238
0.68125,0.8495631218
0.54921875,0.6206553578
0.558203125,0.6564774513
0.415625,0.5462223887
0.582421875,0.6749865413
0.651171875,0.8856698275
0.3140625,0.0159493536
0.3875,0.3315215707
0.71015625,0.9002227783
0.481640625,0.5342427492
0.45078125,0.2131106257
0.391015625,0.3733825386
0.725,0.8994693756
0.40546875,0.4749617577
0.403125,0.1552481353
0.34296875,0.5552521348
0.33046875,0.0434258804
0.717578125,0.8995636702
0.454296875,0.7546775937
0.40078125,0.5003438592
0.54140625,0.467274636
0.471484375,0.389426887
0.344921875,0.3396397233
0.2875,0.2216917723
0.44921875,0.7083672285
0.444140625,0.1064149365
0.417578125,0.684196949
0.72578125,0.2485955209
0.473046875,0.5415615439
0.471875,0.8408545852
0.446484375,0.1142278314
0.716796875,0.9004260898
0.3875,0.5105919242
0.297265625,0.0815355778
0.454296875,0.1556164771
0.658203125,0.8099632263
0.4625,0.6552789211
0.423046875,0.3041926026
0.444140625,0.3690184057
0.458203125,0.6321914792
0.44609375,0.2772538066
0.401953125,0.2027492523
0.40859375,0.4567298889
0.596875,0.8810868263
0.496875,0.7815766931
0.4140625,0.5188654065
0.472265625,0.5963919759
0.36171875,0.5343093872
0.34296875,0.2435912341
0.553515625,0.6538047194
0.427734375,0.3037732244
0.500390625,0.3870228529
0.543359375,0.716999352
0.425390625,0.3788536787
0.548046875,0.2074915171
0.4484375,0.0585423559
0.53359375,0.0072186971
0.448046875,6.65838088025339E-005
0.4703125,0.206235379
0.52578125,0.6496220231
0.4265625,0.4423178136
0.44609375,0.0293377619
0.69765625,0.7316891551
0.537890625,0.8987638354
0.434765625,0.3066281676
0.489453125,0.6538054943
0.302734375,0.3365211785
0.3640625,0.1045895293
0.3484375,0.0002690609
0.37265625,0.8010931015
0.6359375,0.8437671661
0.430859375,0.7322532535
0.371484375,0.067778036
0.424609375,0.4238242507
0.437109375,0.3734744489
0.368359375,0.5042309761
0.3453125,0.0693787709
0.414453125,0.2681275308
0.5,0.7032005787
0.33203125,0.1726424694
0.485546875,0.6736280322
0.57421875,0.5426623225
0.497265625,0.663285315
0.45625,0.651940763
0.46171875,0.0066720094
0.5171875,0.4621114731
0.7109375,0.9009809494
0.446875,0.0328445099
0.39140625,0.0700808242
0.602734375,0.5664899945
0.406640625,0.0371058732
0.3828125,0.0314937532
0.51640625,0.6065321565
0.480078125,0.5188713074
0.4296875,0.1821526736
0.656640625,0.8627182841
0.48046875,0.7160819769
0.5234375,0.2019078135
0.5984375,0.8068723083
0.66171875,0.9004256725
0.597265625,0.7835547924
0.721484375,0.8896679878
0.465234375,0.0635836422
0.541796875,0.8067727089
0.648046875,0.7307160497
0.433984375,0.5672562718
0.40859375,0.1097390652
0.69921875,0.6641508937
0.457421875,0.3049184084
0.4921875,0.659234643
0.321875,0.4093004167
0.5671875,0.6130106449
0.46171875,0.6316443682
0.7171875,0.8996520042
0.541015625,0.462090075
0.28046875,0.4130489826
0.710546875,0.8922257423
0.555859375,0.7661237717
0.41015625,0.6512387395
0.5015625,0.6863470674
0.444140625,0.4025871158
0.36796875,0.188610509
0.597265625,0.8945667148
0.4078125,0.0946572497
0.512109375,0.5104703903
0.427734375,0.4024290144
0.508203125,0.0411230959
0.533984375,0.7682658434
0.4671875,0.1511086524
0.64140625,0.873688221
0.4609375,0.4904932976
0.4453125,0.2370554805
0.3984375,0.5070551634
0.3578125,0.4716329575
0.4484375,0.013643451
0.45078125,0.7961745262
0.361328125,0.5929818153
0.4515625,0.539763391
0.392578125,0.0483970828
0.626953125,0.5890510082
0.67265625,0.8747975826
0.559765625,0.821604073
0.50703125,0.4284181297
0.558984375,0.7655494809
0.361328125,0.7411307693
0.460546875,0.2050349116
0.340234375,0.0216226056
0.453515625,0.0967108384
0.7140625,0.8996831179
0.41015625,0.7748054266
0.41640625,0.6931553483
0.5484375,0.7533564568
0.384375,0.058916159
0.4484375,0.3103681505
0.34765625,0
0.4921875,0.0075348732
0.44453125,0.4332480133
0.472265625,0.8421913981
0.434765625,0.6328347325
0.365625,0
0.550390625,0.7750849724
0.438671875,0.0231649335
0.351171875,0.1244027019
0.627734375,0.8333002925
0.354296875,0.4008251727
0.719140625,0.9031560421
0.635546875,0.794929266
0.438671875,0.5684517026
0.332421875,0.4464954734
0.532421875,0.5439581871
0.516796875,0.4450356364
0.467578125,0.2992513776
0.530078125,0.5279554725
